surface,station,airfoil,point,x_m,y_m,z_m
vtail,0,naca0009,137,1.56719,-0.003183,0.002457
vtail,0,naca0009,138,1.566593,-0.003167,0.002444
vtail,0,naca0009,139,1.566001,-0.00315,0.002431
vtail,0,naca0009,140,1.565417,-0.003131,0.002416
vtail,0,naca0009,141,1.564839,-0.003111,0.002401
vtail,0,naca0009,142,1.564268,-0.003089,0.002384
vtail,0,naca0009,143,1.563704,-0.003066,0.002367
vtail,0,naca0009,144,1.563148,-0.003042,0.002348
vtail,0,naca0009,145,1.562599,-0.003016,0.002328
vtail,0,naca0009,146,1.562057,-0.002989,0.002307
vtail,0,naca0009,147,1.561523,-0.002961,0.002285
vtail,0,naca0009,148,1.560997,-0.002931,0.002262
vtail,0,naca0009,149,1.560479,-0.0029,0.002238
vtail,0,naca0009,150,1.559969,-0.002868,0.002213
vtail,0,naca0009,151,1.559467,-0.002834,0.002187
vtail,0,naca0009,152,1.558973,-0.002799,0.00216
vtail,0,naca0009,153,1.558488,-0.002762,0.002132
vtail,0,naca0009,154,1.558011,-0.002725,0.002103
vtail,0,naca0009,155,1.557544,-0.002686,0.002073
vtail,0,naca0009,156,1.557084,-0.002646,0.002042
vtail,0,naca0009,157,1.556634,-0.002604,0.00201
vtail,0,naca0009,158,1.556193,-0.002562,0.001977
vtail,0,naca0009,159,1.555761,-0.002518,0.001943
vtail,0,naca0009,160,1.555338,-0.002473,0.001908
vtail,0,naca0009,161,1.554924,-0.002426,0.001873
vtail,0,naca0009,162,1.55452,-0.002379,0.001836
vtail,0,naca0009,163,1.554125,-0.002331,0.001799
vtail,0,naca0009,164,1.55374,-0.002281,0.00176
vtail,0,naca0009,165,1.553365,-0.00223,0.001721
vtail,0,naca0009,166,1.552999,-0.002178,0.001681
vtail,0,naca0009,167,1.552644,-0.002126,0.00164
vtail,0,naca0009,168,1.552298,-0.002072,0.001599
vtail,0,naca0009,169,1.551963,-0.002017,0.001557
vtail,0,naca0009,170,1.551638,-0.001961,0.001513
vtail,0,naca0009,171,1.551323,-0.001904,0.00147
vtail,0,naca0009,172,1.551018,-0.001846,0.001425
vtail,0,naca0009,173,1.550724,-0.001788,0.00138
vtail,0,naca0009,174,1.55044,-0.001728,0.001334
vtail,0,naca0009,175,1.550167,-0.001667,0.001287
vtail,0,naca0009,176,1.549904,-0.001606,0.00124
vtail,0,naca0009,177,1.549652,-0.001544,0.001192
vtail,0,naca0009,178,1.549411,-0.001481,0.001143
vtail,0,naca0009,179,1.549181,-0.001417,0.001094
vtail,0,naca0009,180,1.548962,-0.001353,0.001044
vtail,0,naca0009,181,1.548753,-0.001287,0.000993
vtail,0,naca0009,182,1.548555,-0.001221,0.000942
vtail,0,naca0009,183,1.548369,-0.001154,0.000891
vtail,0,naca0009,184,1.548193,-0.001087,0.000839
vtail,0,naca0009,185,1.548029,-0.001019,0.000786
vtail,0,naca0009,186,1.547876,-0.00095,0.000733
vtail,0,naca0009,187,1.547734,-0.00088,0.000679
vtail,0,naca0009,188,1.547603,-0.00081,0.000625
